Dates,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Balance
2018-06-10,44982.9136904762,1850.6726190476188,40650.75892857143,1009.0505952380953,1473.125,11217.511904761905,-755.5803571428571,992.6755952380952,11455.300595238095
2018-06-17,44706.43452380953,1498.1488095238096,39097.57738095238,2041.7827380952383,1555.5625,10931.520833333332,-761.7678571428571,1018.907738095238,10675.297619047618
2018-06-24,44999.467261904756,1074.1250000000002,39666.889880952374,2224.3541666666665,2088.2738095238096,10084.648809523811,-709.8958333333334,1021.6220238095239,10450.550595238095
2018-07-01,46004.044642857145,1677.4523809523812,38771.71428571428,2860.276785714286,2178.985119047619,9031.559523809525,-673.6309523809523,1009.0386904761905,8851.351190476189
2018-07-08,46521.79761904762,3338.910714285714,38869.75892857143,1375.3660714285713,1903.0684523809523,8173.5625,-525.8452380952381,1040.092261904762,7653.116071428571
2018-07-15,46324.10416666667,3302.747023809524,39348.59821428572,1596.2410714285713,2065.7499999999995,7195.607142857143,-424.3690476190476,1085.6636904761906,7846.133928571428
2018-07-22,45949.30654761905,3332.1666666666665,42039.5,1296.1517857142858,1783.5148809523812,6788.086309523809,-577.4523809523808,1104.8690476190477,9817.529761904763
2018-07-29,46532.75297619047,3881.2589285714284,41416.895833333336,1496.2023809523812,1954.9642857142858,6316.264880952381,-819.7351190476192,1133.7291666666667,8846.82738095238
2018-08-05,45752.267857142855,3896.5446428571427,38955.5238095238,1649.9464285714287,2002.6458333333337,5733.181547619048,-707.1666666666666,1126.669642857143,6905.077380952382
2018-08-12,42439.04464285715,3187.1845238095234,37085.78869047619,2175.1488095238096,1767.830357142857,5134.377976190476,-773.4613095238095,1064.4494047619048,7202.273809523809
2018-08-19,40450.82142857143,2071.848214285714,37650.967261904756,1793.0714285714282,1801.3541666666667,5129.705357142857,-826.7321428571429,1082.0565476190475,8251.449404761905
2018-08-26,43359.34226190477,3139.7410714285716,34595.32738095238,1862.169642857143,1705.5625,5113.467261904762,-619.6369047619048,1081.3363095238094,3518.625
2018-09-02,44405.68154761905,3777.416666666667,36069.455357142855,1848.3244047619046,1743.452380952381,4818.880952380953,-607.6220238095237,1101.8511904761906,4346.077380952381
2018-09-09,44982.84821428572,3486.095238095238,41857.87202380952,1232.4285714285713,1606.5029761904764,4118.776785714285,-734.3839285714286,1078.142857142857,7662.586309523809
2018-09-16,45396.205357142855,2745.2916666666665,44196.2886904762,1219.8422619047617,1622.2232142857144,4556.008928571428,-832.5,1091.642857142857,9202.592261904761
2018-09-23,45460.82440476191,2877.059523809524,41162.985119047626,3882.032738095238,1473.6369047619048,4012.244047619048,-919.7767857142856,1084.0089285714287,8111.366071428572
2018-09-30,46066.54761904762,2511.339285714286,41549.80952380952,2749.3660714285716,1713.9107142857144,4087.008928571429,-905.8750000000001,1111.3184523809527,6750.330357142856
2018-10-07,47199.71428571428,3921.1755952380954,41456.84821428572,3113.791666666667,1398.7589285714287,3644.2023809523807,-974.6607142857143,1023.5327380952382,6383.934523809524
2018-10-14,46492.6369047619,4222.791666666666,40611.9255952381,3871.1339285714284,1124.0089285714287,3595.363095238095,-1005.9464285714286,977.2767857142857,6903.916666666666
2018-10-21,46667.35119047619,5043.880952380953,42868.71428571428,2226.9464285714284,1108.9374999999998,3761.5833333333344,-952.889880952381,1063.080357142857,8452.901785714286
2018-10-28,51854.00297619047,5592.910714285715,43241.32440476191,3437.0535714285716,969.9136904761905,3856.9285714285716,-905.0833333333334,1053.0982142857142,5392.142857142857
2018-11-04,58498.702380952374,6615.375,44819.43154761905,3554.175595238096,743.5059523809524,4848.142857142856,-840.2470238095239,1082.514880952381,2324.1964285714284
2018-11-11,56030.2619047619,6407.467261904762,45150.267857142855,5702.758928571428,603.6785714285714,4947.633928571428,-1027.232142857143,1073.279761904762,6827.592261904762
2018-11-18,57246.74107142857,7150.91369047619,44004.69940476191,3347.0148809523807,751.4255952380952,5212.5744047619055,-882.5714285714286,1094.547619047619,3431.863095238095
2018-11-25,67192.95535714286,9574.145833333334,45213.705357142855,2877.0059523809527,599.0416666666666,6490.446428571428,-945.1636904761905,1128.3511904761904,-2255.4226190476193
2018-12-02,63235.80952380953,7591.4047619047615,48011.854166666664,5693.4375,473.68154761904765,5218.017857142857,-900.5416666666669,1107.3005952380952,3959.3452380952376
2018-12-09,59325.21428571428,5707.107142857144,49752.55952380952,7387.943452380953,375.58333333333337,6468.505952380953,-1001.9136904761906,1143.9166666666667,10508.488095238094
2018-12-16,70325.5,7801.830357142857,53454.74702380952,3103.7440476190473,377.4017857142857,8088.285714285715,-694.9494047619047,1120.110119047619,2925.669642857142
2018-12-23,64105.556547619046,5789.0297619047615,52522.72916666667,7136.520833333333,353.68154761904765,7203.818452380952,-867.7321428571429,1125.0714285714287,9157.562500000002
2018-12-30,62586.842261904756,4839.994047619048,54374.9375,1642.7113095238094,440.3125,6787.88988095238,-899.4702380952382,1138.5654761904764,5738.098214285716
2019-01-06,67526.44642857143,6958.967261904762,55074.1130952381,2506.6636904761904,583.0208333333334,5156.75,-964.0773809523811,1139.0565476190477,2928.0476190476193
2019-01-13,72122.34226190476,7897.964285714285,54312.294642857145,5123.761904761904,482.12202380952385,6042.252976190475,-701.5,1133.6517857142858,2168.2053571428573
2019-01-20,70822.92559523809,9175.645833333334,52086.31547619048,3429.5208333333335,643.2113095238094,6823.035714285715,-596.6666666666667,1141.529761904762,1879.6666666666665
2019-01-27,74944.15476190475,9063.157738095239,53933.48809523809,4509.434523809524,552.0000000000001,7559.732142857142,-767.2410714285714,1132.217261904762,1038.6339285714287
2019-02-03,74006.08928571429,8559.255952380952,55180.047619047626,4673.470238095238,502.32440476190476,7731.470238095238,-660.5446428571428,1113.5,3093.4345238095234
2019-02-10,69909.59523809525,6969.809523809524,54317.657738095244,6992.214285714284,749.2410714285714,7358.633928571428,-849.4315476190477,1134.9494047619048,6763.479166666666
2019-02-17,66686.72023809524,7562.428571428572,53653.83630952381,2848.7648809523807,1394.3958333333335,7784.889880952382,-638.0654761904761,1132.139880952381,7051.669642857143
2019-02-24,61244.42261904762,6903.690476190475,52673.69642857142,2083.1160714285716,1403.0744047619048,7526.244047619048,-572.9613095238095,1183.3541666666667,9955.791666666668
2019-03-03,57730.5505952381,5778.46130952381,50637.61607142858,4763.714285714285,1331.3809523809525,6795.443452380952,-662.9910714285714,1185.5386904761906,12098.613095238095
2019-03-10,58945.86904761905,3195.735119047619,48095.321428571435,8791.565476190475,1008.1011904761905,6604.491071428572,-952.422619047619,1156.5833333333333,8953.505952380952
2019-03-17,60280.3869047619,3244.4851190476193,47095.57738095238,9777.723214285716,1282.1815476190475,7617.907738095238,-993.8869047619047,1169.3601190476193,8912.96130952381
2019-03-24,57903.59226190475,6278.806547619048,47371.3244047619,1678.6547619047617,1799.330357142857,7750.508928571429,-493.8065476190476,1161.0833333333333,7642.309523809522
2019-03-31,54778.0238095238,5100.2410714285725,48648.532738095244,3123.535714285714,2052.7410714285716,5845.327380952381,-553.5327380952382,1131.705357142857,10570.526785714286
2019-04-07,55878.526785714275,3679.4553571428573,45020.217261904756,2851.4404761904766,1245.2619047619048,6862.443452380952,-482.5148809523809,1035.8333333333335,4333.610119047619
2019-04-14,55686.01488095238,3716.8363095238096,45832.06249999999,2766.9851190476193,1722.0178571428573,5756.964285714287,-445.99702380952385,1021.6130952380953,4684.467261904762
2019-04-21,50329.85416666667,3168.7767857142862,43549.05952380953,3010.776785714286,1698.8392857142856,5620.889880952382,-579.9136904761905,1043.485119047619,7182.059523809525
2019-04-28,47661.755952380954,1071.467261904762,41808.836309523824,4754.755952380952,1404.2767857142858,6193.717261904762,-805.0178571428571,1076.032738095238,7842.3125
2019-05-05,49294.02678571428,2405.4910714285716,43816.577380952374,2525.6785714285716,1818.3869047619046,6832.636904761904,-872.0535714285714,1117.5119047619048,8350.20238095238
2019-05-12,49930.47321428572,2871.4583333333335,42489.18154761905,4058.6726190476193,1765.1130952380954,7478.922619047618,-885.4166666666666,1110.0357142857142,8957.494047619048
2019-05-19,47843.00892857143,2892.9375,43013.81547619048,3594.3720238095234,1908.7440476190477,7009.660714285715,-766.4226190476189,1088.017857142857,10898.11607142857
2019-05-26,46019.32738095238,2968.395833333333,42172.3125,1747.0684523809525,1864.5833333333335,7988.931547619048,-641.4583333333333,1085.794642857143,11166.300595238095
2019-06-02,43646.1369047619,1799.044642857143,39668.24702380953,2101.345238095238,2145.2886904761904,7920.339285714285,-790.8303571428571,1103.092261904762,10300.389880952382
2019-06-09,44528.30357142857,2266.5773809523807,37847.59523809523,3806.6339285714284,1891.154761904762,7710.250000000001,-821.8154761904763,1053.8541666666665,9225.94642857143
2019-06-16,44327.63988095238,2481.1011904761904,40325.857142857145,2243.0863095238096,1757.8869047619046,8560.339285714286,-696.0327380952382,1015.154761904762,11359.752976190477
2019-06-23,44700.892857142855,2441.589285714286,40667.40476190477,1836.107142857143,2066.4434523809527,8217.761904761905,-752.4821428571429,1023.5803571428571,10799.511904761905
2019-06-30,47890.47321428572,2834.2321428571427,40921.294642857145,2799.2886904761904,2182.5446428571427,7772.514880952381,-650.4642857142856,979.3035714285714,8948.241071428572
2019-07-07,47034.994047619046,2646.0059523809527,40484.19940476191,2051.5059523809527,2129.5744047619046,7002.880952380952,-535.297619047619,1039.125,7783.0
2019-07-14,45887.43154761905,3356.372023809524,40409.23809523809,2411.029761904762,2140.1428571428573,5942.892857142857,-524.4107142857143,1087.9315476190477,8935.764880952383
2019-07-21,45845.79761904762,4365.6875,39556.43154761905,1896.330357142857,2173.0416666666665,5121.330357142856,-513.7202380952382,1096.1994047619048,7849.502976190475
2019-07-28,46894.46428571428,4705.904761904762,36714.080357142855,2256.779761904762,1880.1964285714287,5579.886904761904,-484.9910714285715,1051.642857142857,4809.035714285715
2019-08-04,42868.02083333333,3451.2470238095234,38416.77083333332,2171.6488095238096,2175.25,5043.565476190476,-709.8035714285714,1116.6339285714287,8797.291666666668
2019-08-11,41718.26190476191,2465.8124999999995,36596.193452380954,3048.1101190476193,1806.9910714285713,5053.4702380952385,-758.6517857142857,1134.4464285714287,7628.110119047617
2019-08-18,39287.1875,1407.0684523809523,36300.01190476191,3453.711309523809,1873.580357142857,4690.172619047619,-841.8720238095237,1230.4315476190475,8825.916666666668
2019-08-25,41971.619047619046,2850.6636904761904,37306.735119047626,1459.3452380952383,2015.875,5321.809523809524,-693.0535714285714,1265.235119047619,7554.991071428571
2019-09-01,45145.28571428572,4166.755952380952,38047.3630952381,1383.1607142857142,1767.732142857143,5177.339285714285,-727.0119047619047,1121.5357142857142,5791.589285714287
2019-09-08,44339.53869047619,4481.333333333333,38613.13988095238,2634.2797619047624,2028.6101190476188,3937.089285714286,-818.3809523809523,1109.904761904762,7646.4375
2019-09-15,44780.0119047619,4118.095238095238,40639.29166666667,1558.2886904761906,1775.3779761904764,3680.648809523809,-809.1904761904761,1109.5,7292.0
