Dates;Consommation;Conso_p_sinus;Err_sinus;Conso_p_exog;Err_exog;Conso_p_filter;Err_exog_filter;Conso_p_reduit_noreg;Err_filter_noreg;Conso_p_reduit;Err_filter_exog_filter;Conso_p_LinReg;Err_LinReg;Conso_p_LinReg_filter;Err_LinReg_filter
2020-06-17 09:00:00;49160.5;56211.922696962974;7051.422696962974;55513.58747915602;6353.08747915602;55470.39076720696;6309.890767206962;51741.82032327325;2581.3203232732485;52460.87113954895;3300.3711395489518;47953.46853652356;1207.0314634764436;48365.27025365039;795.229746349607
2020-06-17 12:00:00;51180.0;57532.25286419319;6352.252864193193;56182.76334394087;5002.763343940867;56259.47294092123;5079.4729409212305;52010.02479357955;830.0247935795487;52523.984074820124;1343.984074820124;45176.70862982143;6003.291370178573;45761.10190026442;5418.898099735583
2020-06-17 15:00:00;47203.33333333334;53708.81715590413;6505.483822570786;52267.4717538936;5064.138420560259;51999.91744280515;4796.584109471805;45943.945148092804;1259.3881852405393;45785.501125964045;1417.832207369298;44198.76669830519;3004.5666350281535;44843.94466842855;2359.3886649047927
2020-06-17 18:00:00;46532.66666666666;50204.596023699225;3671.929357032568;48923.26424818304;2390.597581516384;48062.79072867184;1530.124062005183;46402.25810041235;130.40856625430752;43642.278164624426;2890.3885020422313;46176.28002087744;356.3866457892145;46698.544196681614;165.8775300149573
2020-06-17 21:00:00;44165.0;46687.82904755426;2522.82904755426;47118.40929456491;2953.40929456491;46464.064708860125;2299.0647088601254;45462.5086594562;1297.5086594562017;43874.347872218335;290.6521277816646;50547.590737940074;6382.590737940074;50798.1528825876;6633.152882587601
2020-06-18 00:00:00;41191.333333333336;42496.97102058089;1305.637687247552;43479.50747909233;2288.174145758996;43127.429459618346;1936.0961262850105;40437.704442668815;753.6288906645204;40235.237168084306;956.0961652490296;52749.40372444748;11558.070391114146;52863.11056427165;11671.777230938314
2020-06-18 03:00:00;35881.833333333336;37809.67038994893;1927.8370566155936;39003.890166445904;3122.0568331125687;39542.78122133833;3660.9478880049937;35793.646416864074;88.18691646926163;37349.10477394206;1467.2714406087252;53822.94514356031;17941.111810226976;53869.92522727327;17988.091893939934
2020-06-18 06:00:00;41832.0;46372.32921708521;4540.329217085207;46613.04472429411;4781.044724294108;48380.060552863135;6548.060552863135;43098.415542950446;1266.4155429504463;45594.67519106755;3762.675191067552;52589.73489748022;10757.734897480223;52713.36607062393;10881.366070623932
2020-06-18 09:00:00;49222.5;56129.84938094029;6907.3493809402935;55506.0934403778;6283.593440377801;55500.416474158206;6277.916474158206;50520.764946232484;1298.2649462324844;51186.75893717369;1964.2589371736904;47268.262934265396;1954.2370657346037;47722.65410932456;1499.8458906754386
2020-06-18 12:00:00;51105.16666666666;57347.91829737111;6242.75163070445;56347.03164460128;5241.864977934623;56289.827178480264;5184.660511813607;51062.774451789905;42.392214876752405;51449.202527619964;344.03586095330684;44457.974918125125;6647.191748541532;45087.04161079052;6018.1250558761385
