Dates;Eolien;Capa_eol;TCH_eol;Eol_p_sinus;Err_sinus;Eol_p_exog;Err_exog;Eol_p_filter;Err_exog_filter;Eol_p_reduit_noreg;Err_filter_noreg;Eol_p_reduit;Err_filter_exog_filter;Eol_p_LinReg;Err_LinReg;Eol_p_LinReg_filter;Err_LinReg_filter
2020-01-11 09:00:00;3999.166666666666;16526;0.2419924159909637;2226.867037619508;1772.2996290471576;3399.044113920847;600.1225527458189;2954.861508852765;1044.3051578139007;2462.2004673140277;1536.9661993526381;2932.7463208492777;1066.4203458173884;3157.8877228138517;841.278943852814;3158.2665155046193;840.9001511620465
2020-01-11 12:00:00;3916.833333333334;16526;0.2370103675017145;2007.874888152185;1908.9584451811488;2774.4469767349938;1142.3863565983402;1689.20392490704;2227.629408426294;2359.3203817471795;1557.5129515861547;1983.986019240536;1932.8473140927977;4061.0126871613516;144.17935382801753;4061.7688157479956;144.93548241466192
2020-01-11 15:00:00;3492.0;16526;0.21130340070192424;1847.18719239381;1644.81280760619;2203.3036497395474;1288.6963502604528;2381.0521836002654;1110.9478163997346;2168.097506148491;1323.902493851509;2597.011369674759;894.9886303252413;3760.476713410138;268.4767134101381;3761.2985781818256;269.29857818182563
2020-01-11 18:00:00;4076.5;16526;0.2466719109282343;2012.36508792874;2064.13491207126;2961.3357256651943;1115.1642743348054;2674.9052665528525;1401.5947334471473;1736.7418099088763;2339.7581900911237;2477.5399854754774;1598.9600145245226;3263.9762795650627;812.5237204349374;3264.2891957062843;812.2108042937155
2020-01-11 21:00:00;4721.333333333333;16526;0.28569123401508734;2368.174341064512;2353.1589922688213;3434.175684587159;1287.1576487461743;2689.9515953021237;2031.3817380312096;1462.7292472971028;3258.6040860362305;1991.302261367573;2730.0310719657605;3515.2192925302534;1206.1140408030801;3515.9658909359355;1205.367442397398
2020-01-12 00:00:00;5571.166666666668;16529;0.33705406659003373;2615.8848893762593;2955.281777290408;2713.5473925512115;2857.619274115456;3009.5557995851386;2561.6108670815292;2444.475123396208;3126.6915432704595;2322.472248237869;3248.694418428799;3785.5757507333915;1785.5909159332757;3786.507770802867;1784.6588958638001
2020-01-12 03:00:00;6361.333333333332;16529;0.38485893480146;2170.7431169117785;4190.590216421554;3583.3317290687496;2778.0016042645825;2883.352657833483;3477.9806754998494;3543.0532963517503;2818.280036981582;3689.16619364496;2672.1671396883726;4065.0561158760024;2296.27721745733;4065.6050466004926;2295.7282867328395
2020-01-12 06:00:00;7279.0;16529;0.44037751830116767;2411.3621289307885;4867.6378710692115;3277.9769116675916;4001.0230883324084;2917.7576760517045;4361.242323948296;2990.8080949675427;4288.191905032458;3579.8018557766363;3699.198144223364;4286.5224061115305;2992.4775938884695;4287.1447970534455;2991.855202946555
2020-01-12 09:00:00;7446.166666666668;16529;0.45049105612358087;2954.7067940643515;4491.459872602317;2218.741383135965;5227.425283530703;3772.8599169454615;3673.306749721207;2038.17065470219;5407.996011964478;2702.1679800764905;4743.998686590177;4565.36991702913;2880.7967496375377;4566.269443781561;2879.8972228851076
2020-01-12 12:00:00;6821.666666666668;16529;0.4127089761429408;1577.7331256023137;5243.933541064354;2312.173477565964;4509.4931891007045;1385.6022863528049;5436.064380313863;1528.5715693907368;5293.095097275931;1476.2777262106126;5345.388940456055;5497.097329378649;1324.5693372880185;5498.061346068138;1323.60532059853
2020-01-12 15:00:00;5504.666666666668;16529;0.3330308346945773;1939.3439107861284;3565.3227558805397;2913.1004854931857;2591.566181173482;2375.899042376087;3128.767624290581;1869.25947654806;3635.407190118608;2262.430798950151;3242.235867716517;5085.693968278694;418.9726983879736;5086.823628303852;417.84303836281566
